,Name,Episodes,Release,Members,Score
1476,Meikyuu Black Company,12,Jul 2021 - Sep 2021,215349,7.25
1477,Mnemosyne: Mnemosyne no Musume-tachi,6,Feb 2008 - Jul 2008,183715,7.25
1478,Musashi no Ken,72,Apr 1985 - Sep 1986,2728,7.25
1479,Nabari no Ou,26,Apr 2008 - Sep 2008,165692,7.25
1480,Nekketsu Saikyou Go-Saurer,51,Mar 1993 - Feb 1994,1611,7.25
1481,Papa no Iukoto wo Kikinasai!,12,Jan 2012 - Mar 2012,193508,7.25
1482,Sei Juushi Bismarck,51,Oct 1984 - Sep 1985,5728,7.25
1483,Angel Heart,50,Oct 2005 - Sep 2006,18036,7.25
1484,Appare-Ranman!,13,Apr 2020 - Sep 2020,129468,7.25
1485,Blood Lad,10,Jul 2013 - Sep 2013,682874,7.25
1486,Bokura ga Ita,26,Jul 2006 - Dec 2006,230079,7.25
1487,Break Blade,12,Apr 2014 - Jun 2014,94687,7.25
1488,Dumbbell Nan Kilo Moteru?,12,Jul 2019 - Sep 2019,389778,7.25
1489,Fushigi Mahou Fun Fun Pharmacy,48,Feb 1998 - Feb 1999,3507,7.25
1490,Fuyu no Sonata,26,Oct 2009 - May 2010,23982,7.25
1491,Gekai Elise,12,Jan 2024 -,42242,7.25
1492,Genjitsu Shugi Yuusha no Oukoku Saikenki,13,Jul 2021 - Sep 2021,380374,7.25
1493,Goblin Slayer II,12,Oct 2023 - Dec 2023,312955,7.25
1494,Hamatora The Animation,12,Jan 2014 - Mar 2014,300950,7.25
1495,Heavy Object,24,Oct 2015 - Mar 2016,153296,7.25
1496,IGPX: Immortal Grand Prix (2005) 2nd Season,13,May 2006 - Aug 2006,11150,7.25
1497,Inazuma Eleven Go: Chrono Stone,51,Apr 2012 - May 2013,58432,7.25
1498,Amanchu!,12,Jul 2016 - Sep 2016,92687,7.24
1499,Asura Cryin' 2,13,Oct 2009 - Dec 2009,61797,7.24
1500,Bosco Daibouken,26,Oct 1986 - Mar 1987,2035,7.24
1501,Brigadoon: Marin to Melan,26,Jul 2000 - Feb 2001,13510,7.24
1502,Cuticle Tantei Inaba,12,Jan 2013 - Mar 2013,105026,7.24
1503,Cyborg 009 (1979),50,Mar 1979 - Mar 1980,10734,7.24
1504,Dororo to Hyakkimaru,26,Apr 1969 - Sep 1969,21139,7.24
1505,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,12,Jul 2019 - Sep 2019,803803,7.24
1506,Erementar Gerad,26,Apr 2005 - Sep 2005,95287,7.24
1507,Futari wa Precure: Splash☆Star,49,Feb 2006 - Jan 2007,13714,7.24
1508,Gatchaman Crowds Insight,12,Jul 2015 - Sep 2015,74988,7.24
1509,Gear Fighter Dendoh,38,Oct 2000 - Jun 2001,3726,7.24
1510,Haikara-san ga Tooru,42,Jun 1978 - Mar 1979,6690,7.24
1511,High School DxD Hero,12,Apr 2018 - Jul 2018,501042,7.24
1512,Hyakko,13,Oct 2008 - Dec 2008,44790,7.24
1513,Slayers Revolution,13,Jul 2008 - Sep 2008,37399,7.24
1514,Subete ga F ni Naru,11,Oct 2015 - Dec 2015,169701,7.24
1515,Taisou Zamurai,11,Oct 2020 - Dec 2020,57904,7.24
1516,Toushou Daimos,44,Apr 1978 - Jan 1979,5956,7.24
1517,Witch Hunter Robin,26,Jul 2002 - Dec 2002,115274,7.24
1518,Kaidan Restaurant,23,Oct 2009 - Jun 2010,16589,7.24
1519,Kakegurui,12,Jul 2017 - Sep 2017,1463629,7.24
1520,Kyoro-chan,91,Jul 1999 - Mar 2001,2952,7.24
1521,Layton Mystery Tanteisha: Katri no Nazotoki File,50,Apr 2018 - Mar 2019,17034,7.24
1522,Maoyuu Maou Yuusha,12,Jan 2013 - Mar 2013,480672,7.24
1523,Masamune-kun no Revenge R,12,Jul 2023 - Sep 2023,186844,7.24
1524,Natsu no Arashi!,13,Apr 2009 - Jun 2009,54050,7.24
1525,Petshop of Horrors,4,Mar 1999 - Mar 1999,67861,7.24
1526,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,25,Oct 2013 - Mar 2014,36138,7.24
1527,RPG Densetsu Hepoi,50,Oct 1990 - Sep 1991,1010,7.24
1528,Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,12,Jan 2024 -,39905,7.24
1529,Kaiketsu Zorro,52,Apr 1996 - Apr 1997,12211,7.23
1530,Kiniro Mosaic,12,Jul 2013 - Sep 2013,182385,7.23
1531,Koukaku Kidoutai Arise: Alternative Architecture,10,Apr 2015 - Jun 2015,43112,7.23
1532,Kuma Kuma Kuma Bear,12,Oct 2020 - Dec 2020,158805,7.23
1533,Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,12,Jul 2008 - Sep 2008,27320,7.23
1534,Mizuiro Jidai,47,Apr 1996 - Feb 1997,5110,7.23
1535,Nazo no Kanojo X,13,Apr 2012 - Jul 2012,313678,7.23
1536,Popee the Performer,39,Jan 2000 - Dec 2001,10741,7.23
1537,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,12,Jul 2015 - Sep 2015,798281,7.23
1538,Aikatsu Friends!,50,Apr 2018 - Mar 2019,11961,7.23
1539,Beelzebub-jou no Okinimesu mama.,12,Oct 2018 - Dec 2018,96024,7.23
1540,Damekko Doubutsu,26,Jan 2005 - Feb 2005,11121,7.23
1541,Dantalian no Shoka,12,Jul 2011 - Oct 2011,148492,7.23
1542,Digimon Adventure 02,50,Apr 2000 - Mar 2001,220805,7.23
1543,Fuujin Monogatari,13,Sep 2004 - Feb 2005,18994,7.23
1544,Ganbarist! Shun,30,Jul 1996 - Mar 1997,3616,7.23
1545,Giant Gorg,26,Apr 1984 - Sep 1984,6293,7.23
1546,Inukami!,26,Apr 2006 - Sep 2006,69444,7.23
1547,Just Because!,12,Oct 2017 - Dec 2017,303825,7.23
1548,Tales of Zestiria the Cross,12,Jul 2016 - Sep 2016,325231,7.23
1549,VS Knight Lamune & 40 Fire,26,Apr 1996 - Sep 1996,3317,7.23
1550,Yu☆Gi☆Oh!,27,Apr 1998 - Oct 1998,242184,7.23
1551,Spiral: Suiri no Kizuna,25,Oct 2002 - Mar 2003,52402,7.22
1552,Suzumiya Haruhi no Yuuutsu (2009),14,May 2009 - Sep 2009,525142,7.22
1553,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,12,Jan 2023 - Mar 2023,85173,7.22
1554,Yadamon,170,Aug 1992 - Jul 1993,1828,7.22
1555,Yes! Precure 5,49,Feb 2007 - Jan 2008,17581,7.22
1556,Yes! Precure 5 GoGo!,48,Feb 2008 - Jan 2009,11208,7.22
1557,Young Black Jack,12,Oct 2015 - Dec 2015,83583,7.22
1558,Zero no Tsukaima,13,Jul 2006 - Sep 2006,811434,7.22
1559,Kazemakase Tsukikage Ran,13,Jan 2000 - Apr 2000,17112,7.22
1560,Kyojin no Hoshi,182,Mar 1968 - Sep 1971,2921,7.22
1561,Kyouryuu Boukenki Jura Tripper,39,Apr 1995 - Dec 1995,2194,7.22
1562,Kyoushoku Soukou Guyver (2005),26,Aug 2005 - Feb 2006,22662,7.22
1563,Mayo Chiki!,13,Jul 2011 - Sep 2011,490628,7.22
1564,Midori no Hibi,13,Apr 2004 - Jun 2004,166801,7.22
1565,Moeru! Oniisan,24,Mar 1988 - Sep 1988,1749,7.22
1566,Nagasarete Airantou,26,Apr 2007 - Sep 2007,101917,7.22
1567,Needless,24,Jul 2009 - Dec 2009,141698,7.22
1568,Selector Infected WIXOSS,12,Apr 2014 - Jun 2014,149128,7.22
1569,Shin Chou Kyou Ryo: Condor Hero II,26,Jan 2005 - Sep 2006,3917,7.22
1570,Abenobashi Mahou☆Shoutengai,13,Apr 2002 - Jun 2002,89632,7.22
1571,Accel World,24,Apr 2012 - Sep 2012,709738,7.22
1572,Akuyaku Reijou nanode Last Boss wo Kattemimashita,12,Oct 2022 - Dec 2022,159490,7.22
1573,Canaan,13,Jul 2009 - Sep 2009,229042,7.22
1574,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,12,Jul 2016 - Sep 2016,351150,7.22
1575,Darwin's Game,11,Jan 2020 - Mar 2020,549270,7.22
1576,El Cazador de la Bruja,26,Apr 2007 - Sep 2007,54457,7.22
1577,Galaxy Angel 4,13,Jul 2004 - Sep 2004,8244,7.22
1578,Gegege no Kitarou (2018),97,Apr 2018 - Mar 2020,49870,7.22
1579,Grancrest Senki,24,Jan 2018 - Jun 2018,305797,7.22
1580,H2,41,Jun 1995 - Mar 1996,9869,7.22
1581,Haiyore! Nyaruko-san W,12,Apr 2013 - Jul 2013,180830,7.22
1582,Hikikomari Kyuuketsuki no Monmon,12,Oct 2023 - Dec 2023,85782,7.22
1583,Hitsugi no Chaika,12,Apr 2014 - Jun 2014,377519,7.22
1584,Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,24,Oct 2020 - Mar 2021,15046,7.22
1585,Arabian Nights: Sindbad no Bouken (TV),52,Oct 1975 - Sep 1976,7314,7.21
1586,Dirty Pair,24,Jul 1985 - Dec 1985,32172,7.21
1587,Fate/kaleid liner Prisma☆Illya 2wei!,10,Jul 2014 - Sep 2014,163052,7.21
1588,Ginga Densetsu Weed,26,Nov 2005 - May 2006,15391,7.21
1589,Groove Adventure Rave,51,Oct 2001 - Sep 2002,99953,7.21
1590,Hoshikuzu Telepath,12,Oct 2023 - Dec 2023,46013,7.21
1591,Jaku-Chara Tomozaki-kun 2nd Stage,13,Jan 2024 -,82556,7.21
1592,Souten Kouro,26,Apr 2009 - Sep 2009,18939,7.21
1593,Tekken Chinmi,20,Jul 1988 - Dec 1988,4662,7.21
1594,Toaru Kagaku no Accelerator,12,Jul 2019 - Sep 2019,233235,7.21
1595,Uragiri wa Boku no Namae wo Shitteiru,24,Apr 2010 - Sep 2010,99870,7.21
1596,Witchblade,24,Apr 2006 - Sep 2006,115836,7.21
1597,Kirakira☆Precure A La Mode,49,Feb 2017 - Jan 2018,12866,7.21
1598,Mix: Meisei Story,24,Apr 2019 - Sep 2019,24808,7.21
1599,Moyashimon Returns,11,Jul 2012 - Sep 2012,25261,7.21
1600,Princess Nine: Kisaragi Joshikou Yakyuubu,26,Apr 1998 - Oct 1998,12464,7.21
1601,Saiyuuki Reload Blast,12,Jul 2017 - Sep 2017,40457,7.21
1602,Kamichama Karin,26,Apr 2007 - Sep 2007,52101,7.2
1603,"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu",12,Oct 2023 - Dec 2023,84570,7.2
1604,Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),12,May 2007 - Apr 2008,12416,7.2
1605,Lv1 Maou to One Room Yuusha,12,Jul 2023 - Sep 2023,64447,7.2
1606,Mermaid Melody Pichi Pichi Pitch Pure,39,Apr 2004 - Dec 2004,44803,7.2
1607,Nogizaka Haruka no Himitsu,12,Jul 2008 - Sep 2008,133883,7.2
1608,Oh! Edo Rocket,26,Apr 2007 - Sep 2007,12640,7.2
1609,Re-Main,12,Jul 2021 - Oct 2021,130218,7.2
1610,Shingeki! Kyojin Chuugakkou,12,Oct 2015 - Dec 2015,261157,7.2
1611,Basquash!,26,Apr 2009 - Oct 2009,46271,7.2
1612,Ben-To,12,Oct 2011 - Dec 2011,325615,7.2
1613,Cat's Eye,73,Jul 1983 - Jul 1985,21578,7.2
1614,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,13,Jul 2013 - Sep 2013,931782,7.2
1615,Darling in the FranXX,24,Jan 2018 - Jul 2018,1622269,7.2
1616,Dash! Kappei,65,Oct 1981 - Dec 1982,5514,7.2
1617,Dr. Slump: Arale-chan,243,Apr 1981 - Feb 1986,15720,7.2
1618,Figure 17: Tsubasa & Hikaru,13,May 2001 - May 2002,13833,7.2
1619,Ginga e Kickoff!!,39,Mar 2012 - Feb 2013,26886,7.2
1620,Gundam Build Fighters Try,25,Oct 2014 - Apr 2015,44234,7.2
1621,Hakushaku to Yousei,12,Sep 2008 - Dec 2008,124800,7.2
1622,Higurashi no Naku Koro ni Gou,24,Oct 2020 - Mar 2021,271705,7.2
1623,Housekishou Richard-shi no Nazo Kantei,12,Jan 2020 - Mar 2020,66589,7.2
1624,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,12,Jan 2023 - Apr 2023,220546,7.2
1625,Juu Ou Sei,11,Apr 2006 - Jun 2006,72941,7.2
1626,Super Robot Taisen OG: The Inspector,26,Oct 2010 - Apr 2011,9891,7.2
1627,Sword Art Online,25,Jul 2012 - Dec 2012,3035003,7.2
1628,Tantei Opera Milky Holmes Dai 2 Maku,12,Jan 2012 - Mar 2012,18576,7.2
1629,Tatakau Shisho: The Book of Bantorra,27,Oct 2009 - Apr 2010,65305,7.2
1630,Yu☆Gi☆Oh! Duel Monsters GX,180,Oct 2004 - Mar 2008,215274,7.2
1631,Star Driver: Kagayaki no Takuto,25,Oct 2010 - Apr 2011,113776,7.19
1632,Tactics,25,Oct 2004 - Mar 2005,40984,7.19
1633,Taiho Shichau zo: Full Throttle,23,Oct 2007 - Mar 2008,10186,7.19
1634,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,12,Jul 2007 - Oct 2007,38165,7.19
1635,Wagaya no Oinari-sama.,24,Apr 2008 - Sep 2008,32527,7.19
1636,Kaitou Joker 3rd Season,13,Apr 2016 - Jun 2016,5235,7.19
1637,Kakegurui××,12,Jan 2019 - Mar 2019,764228,7.19
1638,Kiddy Grade,24,Oct 2002 - Mar 2003,46095,7.19
1639,Kiratto Pri☆chan Season 3,51,Apr 2020 - May 2021,2398,7.19
1640,Kyou no 5 no 2 (TV),13,Oct 2008 - Dec 2008,35672,7.19
1641,Lupin III: Part 6,24,Oct 2021 - Mar 2022,21963,7.19
1642,Mahou no Stage Fancy Lala,26,Apr 1998 - Sep 1998,12125,7.19
1643,Mister Ajikko,99,Oct 1987 - Sep 1989,4984,7.19
1644,Shikabane Hime: Aka,13,Oct 2008 - Dec 2008,122766,7.19
1645,07-Ghost,25,Apr 2009 - Sep 2009,211809,7.19
1646,Aikatsu Friends!: Kagayaki no Jewel,26,Apr 2019 - Sep 2019,5449,7.19
1647,Arte,12,Apr 2020 - Jun 2020,128961,7.19
1648,Cybersix,13,Sep 1999 - Nov 1999,10742,7.19
1649,Denki-gai no Honya-san,12,Oct 2014 - Dec 2014,129542,7.19
1650,Druaga no Tou: The Sword of Uruk,12,Jan 2009 - Mar 2009,74869,7.19
1651,Fate/Apocrypha,25,Jul 2017 - Dec 2017,473286,7.19
1652,God Eater,13,Jul 2015 - Mar 2016,542020,7.19
1653,"Inari, Konkon, Koi Iroha.",10,Jan 2014 - Mar 2014,164233,7.19
1654,Ayashi no Ceres,24,Apr 2000 - Sep 2000,62010,7.18
1655,D.C.II S.S.: Da Capo II Second Season,13,Apr 2008 - Jun 2008,29890,7.18
1656,Daisougen no Chiisana Tenshi: Bush Baby,40,Jan 1992 - Dec 1992,2937,7.18
1657,Date A Live II,10,Apr 2014 - Jun 2014,630012,7.18
1658,Date A Live III,12,Jan 2019 - Mar 2019,386419,7.18
1659,Dimension W,12,Jan 2016 - Mar 2016,296800,7.18
1660,Galaxy Angel Z,9,Feb 2002 - Mar 2002,10548,7.18
1661,Sola,13,Apr 2007 - Jun 2007,100171,7.18
1662,Tenkuu Senki Shurato,38,Apr 1989 - Jan 1990,11086,7.18
1663,Uta no☆Prince-sama♪ Maji Love 2000%,13,Apr 2013 - Jun 2013,112299,7.18
1664,Youkai Apartment no Yuuga na Nichijou,26,Jul 2017 - Dec 2017,67731,7.18
1665,Zoids Genesis,50,Apr 2005 - Mar 2006,15807,7.18
1666,Kidou Senshi Gundam SEED Destiny,50,Oct 2004 - Oct 2005,106899,7.18
1667,Kimi ga Nozomu Eien,14,Oct 2003 - Jan 2004,141372,7.18
1668,Kiratto Pri☆chan,51,Apr 2018 - Mar 2019,5931,7.18
1669,Kono Bijutsu-bu ni wa Mondai ga Aru!,12,Jul 2016 - Sep 2016,302269,7.18
1670,Le Chevalier D'Eon,24,Jul 2006 - Feb 2007,59895,7.18
1671,Macross 7,49,Oct 1994 - Sep 1995,31060,7.18
1672,Mahou no Star Magical Emi,38,Jun 1985 - Feb 1986,5352,7.18
1673,Mainichi Kaasan,142,Apr 2009 - Mar 2012,3202,7.18
1674,Manga Sarutobi Sasuke,24,Oct 1979 - Apr 1980,1931,7.18
1675,Mirai Keisatsu Urashiman,50,Jan 1983 - Dec 1983,2741,7.18
1676,Mojakou,74,Oct 1995 - Mar 1997,2659,7.18
1677,Munou na Nana,13,Oct 2020 - Dec 2020,326250,7.18
1678,Muteki Choujin Zanbot 3,23,Oct 1977 - Mar 1978,5186,7.18
1679,Ou Dorobou Jing,13,May 2002 - Aug 2002,37637,7.18
1680,Outbreak Company,12,Oct 2013 - Dec 2013,358432,7.18
1681,Pygmalio,39,Nov 1990 - Sep 1991,1833,7.18
1682,Red Baron,49,Apr 1994 - Mar 1995,4194,7.18
1683,Rewrite 2nd Season,11,Jan 2017 - Mar 2017,113827,7.18
1684,Shin Chou Kyou Ryo: Condor Hero III,26,Apr 2008 - May 2008,2939,7.18
1685,Kaze no Stigma,24,Apr 2007 - Sep 2007,451290,7.17
1686,Kujira no Kora wa Sajou ni Utau,12,Oct 2017 - Dec 2017,227938,7.17
1687,Lady Georgie,45,Apr 1983 - Feb 1984,10480,7.17
1688,Love Stage!!,10,Jul 2014 - Sep 2014,258798,7.17
1689,Mermaid Melody Pichi Pichi Pitch,52,Apr 2003 - Mar 2004,80473,7.17
1690,Mikan Enikki,30,Oct 1992 - Jun 1993,3163,7.17
1691,Naruto SD: Rock Lee no Seishun Full-Power Ninden,51,Apr 2012 - Mar 2013,97469,7.17
1692,Nogizaka Haruka no Himitsu Purezza ♪,12,Oct 2009 - Dec 2009,71254,7.17
1693,Phi Brain: Kami no Puzzle,25,Oct 2011 - Apr 2012,108250,7.17
1694,Anyamal Tantei Kiruminzoo,50,Oct 2009 - Sep 2010,8604,7.17
1695,Area no Kishi,37,Jan 2012 - Sep 2012,74619,7.17
1696,Arifureta Shokugyou de Sekai Saikyou 2nd Season,12,Jan 2022 - Mar 2022,369336,7.17
1697,C: The Money of Soul and Possibility Control,11,Apr 2011 - Jun 2011,311841,7.17
1698,Chuukan Kanriroku Tonegawa,24,Jul 2018 - Dec 2018,40989,7.17
1699,D.N.Angel,26,Apr 2003 - Sep 2003,184379,7.17
1700,Hakozume: Kouban Joshi no Gyakushuu,13,Jan 2022 - Mar 2022,52350,7.17
1701,Juushin Liger,43,Mar 1989 - Jan 1990,2342,7.17
1702,Suzuka,26,Jul 2005 - Dec 2005,115562,7.17
1703,Spy Kyoushitsu 2nd Season,12,Jul 2023 - Sep 2023,37941,7.16
1704,Tenchi Souzou Design-bu,12,Jan 2021 - Mar 2021,77816,7.16
1705,Tetsuwan Atom (1980),52,Oct 1980 - Dec 1981,14241,7.16
1706,The iDOLM@STER Cinderella Girls,13,Jan 2015 - Apr 2015,75562,7.16
1707,The Marshmallow Times,52,Apr 2004 - Mar 2005,1247,7.16
1708,Ultra Maniac,26,May 2003 - Nov 2003,33381,7.16
1709,Vandread,13,Oct 2000 - Dec 2000,84301,7.16
1710,Kotoura-san,12,Jan 2013 - Mar 2013,335655,7.16
1711,Kyuuketsuhime Miyu (TV),26,Oct 1997 - Mar 1998,40085,7.16
1712,Mahou no Princess Minky Momo,63,Mar 1982 - May 1983,9052,7.16
1713,Mahou Senshi Louie,24,Apr 2001 - Sep 2001,22278,7.16
1714,Masuda Kousuke Gekijou Gag Manga Biyori,12,Feb 2005 - Apr 2005,9495,7.16
1715,Mouryou no Hako,13,Oct 2008 - Dec 2008,62088,7.16
1716,Muteki Koujin Daitarn 3,40,Jun 1978 - Mar 1979,3817,7.16
1717,Ookami-san to Shichinin no Nakama-tachi,12,Jul 2010 - Sep 2010,276342,7.16
1718,Pui Pui Molcar: Driving School,12,Oct 2022 - Dec 2022,5096,7.16
1719,Pumpkin Scissors,24,Oct 2006 - Mar 2007,42939,7.16
1720,Sabikui Bisco,12,Jan 2022 - Mar 2022,245420,7.16
1721,Saikyou Onmyouji no Isekai Tenseiki,13,Jan 2023 - Apr 2023,191725,7.16
1722,Shin Shirayuki-hime Densetsu Prétear,13,Apr 2001 - Jun 2001,63641,7.16
1723,Boogiepop wa Warawanai,12,Jan 2000 - Mar 2000,134172,7.16
1724,Days (TV),24,Jul 2016 - Dec 2016,142722,7.16
1725,Densetsu no Yuusha da Garn,46,Feb 1992 - Jan 1993,4474,7.16
1726,Digimon Frontier,50,Apr 2002 - Mar 2003,155619,7.16
1727,Fate/kaleid liner Prisma☆Illya 2wei Herz!,10,Jul 2015 - Sep 2015,142673,7.16
1728,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",12,Apr 2022 - Jun 2022,295146,7.16
1729,Gingitsune,12,Oct 2013 - Dec 2013,57432,7.16
1730,Guin Saga,26,Apr 2009 - Sep 2009,43839,7.16
1731,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",23,Oct 2018 - Mar 2019,40439,7.16
1732,High Card,12,Jan 2023 - Mar 2023,102490,7.16
1733,Hiiro no Kakera 2nd Season,13,Sep 2012 - Dec 2012,53316,7.16
1734,Hitsugi no Chaika: Avenging Battle,10,Oct 2014 - Dec 2014,204800,7.16
1735,Joukamachi no Dandelion,12,Jul 2015 - Sep 2015,168455,7.16
1736,4-nin wa Sorezore Uso wo Tsuku,11,Oct 2022 - Dec 2022,35756,7.15
1737,Ao no Orchestra,24,Apr 2023 - Oct 2023,54212,7.15
1738,Aoharu x Kikanjuu,12,Jul 2015 - Sep 2015,218378,7.15
1739,Boku wa Tomodachi ga Sukunai,12,Oct 2011 - Dec 2011,803413,7.15
1740,Chikyuu Bouei Kigyou Dai-Guard,26,Oct 1999 - Mar 2000,9617,7.15
1741,Cyborg Kuro-chan,66,Oct 1999 - Jan 2001,9030,7.15
1742,Date A Live,12,Apr 2013 - Jun 2013,1018035,7.15
1743,Fantasy Bishoujo Juniku Ojisan to,12,Jan 2022 - Mar 2022,167738,7.15
1744,Gaiking: Legend of Daiku-Maryu,39,Nov 2005 - Sep 2006,5013,7.15
1745,Hentai Ouji to Warawanai Neko.,12,Apr 2013 - Jun 2013,447427,7.15
1746,Takt Op. Destiny,12,Oct 2021 - Dec 2021,500700,7.15
1747,Tears to Tiara,26,Apr 2009 - Sep 2009,78931,7.15
1748,Tenchi Muyou! GXP,26,Apr 2002 - Sep 2002,31235,7.15
1749,Toaru Hikuushi e no Koiuta,13,Jan 2014 - Mar 2014,100155,7.15
1750,Tsurikichi Sanpei,109,Apr 1980 - Jun 1982,5249,7.15
1751,Yoru wa Neko to Issho,30,Aug 2022 - Jan 2023,13259,7.15
1752,Yuuki Bakuhatsu Bang Bravern,12,Jan 2024 -,6886,7.15
1753,Kai Byoui Ramune,12,Jan 2021 - Mar 2021,75616,7.15
1754,Karakuri Circus,36,Oct 2018 - Jun 2019,129607,7.15
1755,Kunoichi Tsubaki no Mune no Uchi,13,Apr 2022 - Jul 2022,58487,7.15
1756,Kuruneko,50,Jul 2009 - Jun 2010,4964,7.15
1757,Kyoukai no Rinne 2nd Season,25,Apr 2016 - Sep 2016,34778,7.15
1758,Mou Ippon!,13,Jan 2023 - Apr 2023,21984,7.15
1759,Nils no Fushigi na Tabi,52,Jan 1980 - Mar 1981,6966,7.15
1760,Nobunaga no Shinobi: Ise Kanegasaki-hen,26,Apr 2017 - Sep 2017,12671,7.15
1761,Ochamegami Monogatari: Korokoro Pollon,46,May 1982 - Mar 1983,3360,7.15
1762,Ohayou! Spank,63,Mar 1981 - May 1982,2841,7.15
1763,Oi! Ryouma,39,Apr 1992 - Mar 1993,877,7.15
1764,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",10,Oct 2013 - Dec 2013,403905,7.15
1765,Planet With,12,Jul 2018 - Sep 2018,57072,7.15
1766,"Sentouin, Hakenshimasu!",12,Apr 2021 - Jun 2021,366942,7.15
1767,Shin Hakkenden,26,Apr 1999 - Sep 1999,6507,7.15
1768,Shin Megami Tensei Devil Children: Light & Dark,52,Oct 2002 - Sep 2003,2262,7.15
1769,Shin Taketori Monogatari: 1000-nen Joou,42,Apr 1981 - Mar 1982,5736,7.15
1770,Kenran Butou Sai: The Mars Daybreak,26,Apr 2004 - Sep 2004,21722,7.14
1771,Kenyuu Densetsu Yaiba,52,Apr 1993 - Apr 1994,9125,7.14
1772,Koi to Yobu ni wa Kimochi Warui,12,Apr 2021 - Jun 2021,234153,7.14
1773,Kuroshitsuji II,12,Jul 2010 - Sep 2010,561421,7.14
1774,Mahoromatic: Automatic Maiden,12,Oct 2001 - Dec 2001,63450,7.14
1775,Masuda Kousuke Gekijou Gag Manga Biyori 2,12,Aug 2006 - Oct 2006,3342,7.14
1776,Mouretsu Pirates,26,Jan 2012 - Jul 2012,74220,7.14
1777,Saishuu Heiki Kanojo,13,Jul 2002 - Sep 2002,96879,7.14
1778,Shin Megami Tensei Devil Children,50,Oct 2000 - Sep 2001,3033,7.14
1779,Aku no Hana,13,Apr 2013 - Jun 2013,222520,7.14
1780,Bakusou Kyoudai Let's & Go WGP,51,Jan 1997 - Dec 1997,6439,7.14
1781,Captain Future,52,Nov 1978 - Dec 1979,5053,7.14
1782,Cardfight!! Vanguard: Link Joker-hen,59,Jan 2013 - Mar 2014,22910,7.14
1783,Deadman Wonderland,12,Apr 2011 - Jul 2011,1226991,7.14
1784,GA: Geijutsuka Art Design Class,12,Jul 2009 - Sep 2009,20371,7.14
1785,Ixion Saga DT,25,Oct 2012 - Apr 2013,113435,7.14
1786,Show by Rock!! Stars!!,12,Jan 2021 - Mar 2021,11830,7.14
1787,Suki na Ko ga Megane wo Wasureta,13,Jul 2023 - Sep 2023,175643,7.14
1788,The iDOLM@STER SideM,13,Oct 2017 - Dec 2017,21798,7.14
1789,Tokimeki Tonight,34,Oct 1982 - Sep 1983,9672,7.14
1790,Uta no☆Prince-sama♪ Maji Love Legend Star,13,Oct 2016 - Dec 2016,41724,7.14
1791,Tate no Yuusha no Nariagari Season 3,12,Oct 2023 - Dec 2023,400988,7.13
1792,Tongari Boushi no Memole,50,Mar 1984 - Mar 1985,3074,7.13
1793,Tonkatsu DJ Agetarou,12,Apr 2016 - Jun 2016,14236,7.13
1794,Kaze no Youjinbou,25,Oct 2001 - Mar 2002,15005,7.13
1795,Kurokami The Animation,23,Jan 2009 - Jun 2009,120695,7.13
1796,Kuromukuro,26,Apr 2016 - Sep 2016,142115,7.13
1797,Kuzu no Honkai,12,Jan 2017 - Mar 2017,679138,7.13
1798,Mahoromatic: Motto Utsukushii Mono,14,Sep 2002 - Jan 2003,32693,7.13
1799,Nyan Koi!,12,Oct 2009 - Dec 2009,263647,7.13
1800,Offside (TV),39,May 2001 - Jan 2002,3964,7.13
1801,Otonari ni Ginga,12,Apr 2023 - Jun 2023,129634,7.13
1802,Rockman.EXE Axess,51,Oct 2003 - Sep 2004,17461,7.13
1803,Rokudenashi Majutsu Koushi to Akashic Records,12,Apr 2017 - Jun 2017,718552,7.13
1804,Sentou Mecha Xabungle,50,Feb 1982 - Jan 1983,5530,7.13
1805,Shinkyoku Soukai Polyphonica Crimson S,12,Apr 2009 - Jun 2009,24409,7.13
1806,Ace wo Nerae!,26,Oct 1973 - Mar 1974,13442,7.13
1807,Battle Spirits: Brave,50,Sep 2010 - Sep 2011,4311,7.13
1808,Druaga no Tou: The Aegis of Uruk,12,Apr 2008 - Jun 2008,118058,7.13
1809,Garo: Vanishing Line,24,Oct 2017 - Mar 2018,73886,7.13
